company,snapdate,snaptime,openprice,highprice,lowprice,closeprice,volume
IEG03,2022-08-10,05:30:00,133.4,133.4,133.4,133.4,948
IEG03,2022-08-10,06:15:00,133.41,133.41,133.41,133.41,273
IEG03,2022-08-10,08:00:00,133.68,133.68,133.68,133.68,200
IEG03,2022-08-10,08:15:00,133.76,133.76,133.56,133.71,1745
IEG03,2022-08-10,08:45:00,133.65,133.71,133.51,133.51,5398
IEG03,2022-08-10,09:00:00,133.69,133.69,133.69,133.69,1101
IEG03,2022-08-10,09:30:00,133.69,133.9,133.69,133.9,802
IEG03,2022-08-10,09:45:00,133.65,133.7399,133.26,133.47,109909
IEG03,2022-08-10,10:00:00,133.46,133.925,133.45,133.89,56802
IEG03,2022-08-10,10:15:00,133.92,134.11,133.87,133.97,68303
IEG03,2022-08-10,10:30:00,133.97,134.12,133.82,133.93,117249
IEG03,2022-08-10,10:45:00,133.96,134.32,133.92,134.31,80613
IEG03,2022-08-10,11:00:00,134.33,134.41,134.3,134.39,46976
IEG03,2022-08-10,11:15:00,134.4,134.425,134.14,134.14,57123
IEG03,2022-08-10,11:30:00,134.071,134.11,133.8,133.87,62415
IEG03,2022-08-10,11:45:00,133.86,133.96,133.78,133.83,61630
IEG03,2022-08-10,12:00:00,133.84,133.92,133.75,133.9,95281
IEG03,2022-08-10,12:15:00,133.91,133.92,133.56,133.58,51634
IEG03,2022-08-10,12:30:00,133.6,133.6182,133.47,133.5833,59637
IEG03,2022-08-10,12:45:00,133.5899,133.5899,133.286,133.34,68806
IEG03,2022-08-10,13:00:00,133.35,133.35,133.09,133.33,58620
IEG03,2022-08-10,13:15:00,133.33,133.45,133.24,133.28,53153
IEG03,2022-08-10,13:30:00,133.28,133.39,133.22,133.365,42897
IEG03,2022-08-10,13:45:00,133.35,133.46,133.26,133.415,68658
IEG03,2022-08-10,14:00:00,133.42,133.53,133.39,133.525,
IEG03,2022-08-10,14:15:00,133.53,133.53,133.28,133.35,75423
IEG03,2022-08-10,14:30:00,133.36,133.44,133.25,133.39,70880
IEG03,2022-08-10,14:45:00,133.395,133.395,133.07,133.13,71261
IEG03,2022-08-10,15:00:00,133.14,133.26,133.07,133.24,58176
IEG03,2022-08-10,15:15:00,133.23,133.296,133.15,133.1869,71680
IEG03,2022-08-10,15:30:00,133.2,133.43,133.18,133.42,104050
IEG03,2022-08-10,15:45:00,133.41,133.78,133.2831,133.69,139839
IEG03,2022-08-10,16:00:00,133.7,134.0,133.69,133.98,343831
IEG03,2022-08-10,16:15:00,133.98,133.98,133.98,133.98,62107
IEG03,2022-08-10,17:00:00,133.98,134.18,133.98,134.18,2301
IEG03,2022-08-10,17:15:00,134.1,134.1,134.1,134.1,200
IEG03,2022-08-10,17:30:00,133.82,133.82,133.82,133.82,500
IEG03,2022-08-10,19:15:00,133.97,133.97,133.97,133.97,1000
IEG03,2022-08-11,08:30:00,133.51,133.51,133.51,133.51,240
IEG03,2022-08-11,09:15:00,134.1,134.64,134.1,134.64,852
IEG03,2022-08-11,09:30:00,134.0,134.0,134.0,134.0,500
IEG03,2022-08-11,09:45:00,134.1,134.18,133.04,133.28,202111
IEG03,2022-08-11,10:00:00,133.28,133.43,133.14,133.235,91121
IEG03,2022-08-11,10:15:00,133.23,133.2929,132.5,132.78,139995
IEG03,2022-08-11,10:30:00,132.81,132.92,132.02,132.04,132577
IEG03,2022-08-11,10:45:00,132.035,132.035,131.48,131.56,187361
IEG03,2022-08-11,11:00:00,131.52,131.55,131.2336,131.26,135652
IEG03,2022-08-11,11:15:00,131.25,131.42,130.94,131.37,131721
IEG03,2022-08-11,11:30:00,131.38,131.39,131.05,131.1427,87617
IEG03,2022-08-11,11:45:00,131.175,131.34,131.01,131.04,81355
IEG03,2022-08-11,12:00:00,131.05,131.335,131.02,131.14,88025
IEG03,2022-08-11,12:15:00,131.13,131.13,130.81,130.939,81893
IEG03,2022-08-11,12:30:00,130.95,130.95,130.51,130.56,107826
IEG03,2022-08-11,12:45:00,130.57,130.625,130.3862,130.44,96306
IEG03,2022-08-11,13:00:00,130.44,130.54,130.35,130.44,61658
IEG03,2022-08-11,13:15:00,130.44,130.74,130.35,130.67,161796
IEG03,2022-08-11,13:30:00,130.66,130.81,130.4701,130.73,86747
IEG03,2022-08-11,13:45:00,130.7,130.76,130.53,130.665,88463
IEG03,2022-08-11,14:00:00,130.66,130.87,130.59,130.82,79433
IEG03,2022-08-11,14:15:00,130.87,130.95,130.77,130.92,75932
IEG03,2022-08-11,14:30:00,130.91,131.17,130.72,131.04,95286
IEG03,2022-08-11,14:45:00,131.04,131.145,130.94,131.0,91126
IEG03,2022-08-11,15:00:00,131.0,131.13,130.855,130.93,108636
IEG03,2022-08-11,15:15:00,130.91,131.06,130.85,130.9581,143802
IEG03,2022-08-11,15:30:00,130.955,131.2,130.88,131.0,165313
IEG03,2022-08-11,15:45:00,130.99,130.99,130.62,130.7,191387
IEG03,2022-08-11,16:00:00,130.71,130.86,130.34,130.43,613757
IEG03,2022-08-11,16:15:00,130.38,130.45,130.38,130.38,85847
IEG03,2022-08-11,16:30:00,130.32,130.44,130.32,130.4,1483
IEG03,2022-08-11,16:45:00,130.38,130.38,130.38,130.38,501
IEG03,2022-08-11,17:00:00,130.38,130.38,130.38,130.38,219
IEG03,2022-08-11,17:15:00,130.38,130.38,130.38,130.38,400
IEG03,2022-08-11,19:00:00,130.35,130.35,130.35,130.35,100
IEG03,2022-08-11,19:15:00,130.3,130.35,130.3,130.35,403
IEG03,2022-08-11,19:45:00,130.25,130.25,130.25,130.25,163
IEG03,2022-08-12,07:15:00,129.93,130.23,129.75,129.75,1836
IEG03,2022-08-12,07:45:00,129.66,129.66,129.66,129.66,203
IEG03,2022-08-12,08:00:00,129.65,129.65,129.62,,503
IEG03,2022-08-12,08:15:00,130.0,130.0,129.92,129.92,627
IEG03,2022-08-12,09:15:00,129.53,129.53,129.53,129.53,400
IEG03,2022-08-12,09:30:00,129.6,129.95,129.6,129.95,625
IEG03,2022-08-12,09:45:00,129.99,130.34,129.75,129.8096,198904
IEG03,2022-08-12,10:00:00,129.78,130.31,129.72,130.14,66917
IEG03,2022-08-12,10:15:00,130.11,130.3,129.91,130.2961,107789
IEG03,2022-08-12,10:30:00,130.32,130.52,130.1,130.13,104413
IEG03,2022-08-12,10:45:00,130.12,130.2399,129.78,129.84,87802
IEG03,2022-08-12,11:00:00,129.83,129.91,129.57,129.72,67882
IEG03,2022-08-12,11:15:00,129.69,130.03,,129.95,80752
IEG03,2022-08-12,11:30:00,,,,,55321
IEG03,2022-08-12,11:45:00,130.18,130.5991,130.135,130.54,97612
IEG03,2022-08-12,12:00:00,130.4556,130.76,130.45,130.7457,69972
IEG03,2022-08-12,12:15:00,130.77,130.99,130.75,130.855,94745
IEG03,2022-08-12,12:30:00,130.87,131.01,130.76,130.85,52038
IEG03,2022-08-12,12:45:00,130.8542,130.87,130.67,130.855,43292
IEG03,2022-08-12,13:00:00,130.8538,131.27,130.84,131.06,64856
IEG03,2022-08-12,13:15:00,131.06,131.2506,131.01,131.055,42131
IEG03,2022-08-12,13:30:00,131.02,131.115,130.86,131.1,55775
IEG03,2022-08-12,13:45:00,131.08,131.3521,131.08,131.3521,79207
IEG03,2022-08-12,14:00:00,131.35,131.42,131.12,131.12,44206
IEG03,2022-08-12,14:15:00,131.15,131.15,130.9157,130.9157,44890
IEG03,2022-08-12,14:30:00,130.92,130.99,130.84,130.89,52007
IEG03,2022-08-12,14:45:00,130.91,131.1987,130.91,131.17,51013
IEG03,2022-08-12,15:00:00,131.16,131.2,130.81,131.0,46390
IEG03,2022-08-12,15:15:00,131.02,131.28,130.9712,131.06,51658
IEG03,2022-08-12,15:30:00,131.05,131.1001,130.65,130.6679,78984
IEG03,2022-08-12,15:45:00,130.67,130.71,130.56,130.635,130231
IEG03,2022-08-12,16:00:00,130.64,130.64,130.24,130.31,307468
IEG03,2022-08-12,16:15:00,130.31,,130.19,130.19,166161
IEG03,2022-08-12,16:30:00,130.31,130.31,130.31,130.31,4777
IEG03,2022-08-12,16:45:00,130.2499,130.25,130.2499,130.25,1102
IEG03,2022-08-12,17:30:00,130.02,130.27,130.02,130.27,2254
IEG03,2022-08-12,18:15:00,130.41,130.41,130.41,130.41,195
IEG03,2022-08-12,19:45:00,130.35,130.41,130.35,130.41,750
IEG03,2022-08-12,20:00:00,130.41,130.41,130.41,130.41,212
IEG03,2022-08-13,08:15:00,131.6,131.6,131.6,131.6,
IEG03,2022-08-13,08:45:00,130.88,130.9,130.88,130.9,700
IEG03,2022-08-13,09:00:00,130.83,130.85,130.75,130.85,816
IEG03,2022-08-13,09:30:00,130.72,130.72,130.7,130.7,1432
IEG03,2022-08-13,09:45:00,130.56,130.68,129.92,130.31,156434
IEG03,2022-08-13,10:00:00,130.31,130.63,130.25,130.51,57191
IEG03,2022-08-13,10:15:00,130.5,130.77,130.1616,130.255,86299
IEG03,2022-08-13,10:30:00,130.27,130.6,130.15,130.351,69713
IEG03,2022-08-13,10:45:00,130.33,130.4135,129.8036,129.86,67404
IEG03,2022-08-13,11:00:00,129.861,130.07,129.5,130.05,81939
IEG03,2022-08-13,11:15:00,130.045,130.4914,130.01,130.26,67948
IEG03,2022-08-13,11:30:00,130.23,130.46,130.16,130.315,54903
IEG03,2022-08-13,11:45:00,130.31,130.5,130.16,130.265,67327
IEG03,2022-08-13,12:00:00,130.25,130.35,130.11,130.245,52645
IEG03,2022-08-13,12:15:00,130.26,130.37,130.15,130.26,66151
IEG03,2022-08-13,12:30:00,130.27,130.51,,130.0065,75335
IEG03,2022-08-13,12:45:00,130.01,130.02,129.81,129.89,59371
IEG03,2022-08-13,13:00:00,129.89,130.085,129.79,129.99,52985
IEG03,2022-08-13,13:15:00,129.96,130.07,129.7,129.705,46943
IEG03,2022-08-13,13:30:00,129.7216,129.75,129.51,129.72,52542
IEG03,2022-08-13,13:45:00,,129.82,129.43,129.43,55666
IEG03,2022-08-13,14:00:00,129.41,129.93,129.35,129.8229,53936
IEG03,2022-08-13,14:15:00,129.84,129.95,129.715,129.78,57727
IEG03,2022-08-13,14:30:00,129.8,129.84,129.5415,129.56,40200
IEG03,2022-08-13,14:45:00,129.59,129.83,129.5756,129.61,52456
IEG03,2022-08-13,15:00:00,129.62,129.75,129.59,129.6669,63831
IEG03,2022-08-13,15:15:00,129.65,130.12,129.63,130.05,74298
IEG03,2022-08-13,15:30:00,130.05,130.12,129.816,129.87,64019
IEG03,2022-08-13,15:45:00,129.88,129.88,129.4601,129.69,151822
IEG03,2022-08-13,16:00:00,129.69,129.695,129.29,129.55,284344
IEG03,2022-08-13,16:15:00,129.58,129.65,129.58,129.58,55863
IEG03,2022-08-13,16:30:00,129.32,129.65,129.31,129.65,2943
IEG03,2022-08-13,16:45:00,129.5,129.5,129.5,129.5,115
IEG03,2022-08-13,17:00:00,129.5,129.5,129.5,129.5,298
IEG03,2022-08-13,18:15:00,129.35,129.35,129.35,129.35,618
IEG03,2022-08-13,18:30:00,129.3,129.3,129.3,129.3,100
IEG03,2022-08-13,18:45:00,129.5,129.5,129.5,129.5,200
IEG03,2022-08-13,19:00:00,129.39,129.4,129.39,129.4,434
IEG03,2022-08-14,07:15:00,129.36,129.36,129.36,129.36,100
IEG03,2022-08-14,08:15:00,129.75,129.85,129.33,129.85,2924
IEG03,2022-08-14,08:30:00,129.8,129.8,129.8,129.8,336
IEG03,2022-08-14,09:00:00,129.6,129.74,129.6,129.74,591
IEG03,2022-08-14,09:15:00,129.7,129.78,129.7,129.78,1857
IEG03,2022-08-14,09:30:00,130.13,130.13,130.13,130.13,335
IEG03,2022-08-14,09:45:00,129.92,129.92,129.2958,129.69,131584
IEG03,2022-08-14,10:00:00,129.67,130.0,129.3033,129.36,106996
IEG03,2022-08-14,10:15:00,129.35,129.475,129.155,129.275,84284
IEG03,2022-08-14,10:30:00,129.28,129.28,128.8,128.995,144236
IEG03,2022-08-14,10:45:00,128.98,129.3965,128.95,129.33,83431
IEG03,2022-08-14,11:00:00,129.37,129.63,129.37,129.455,76367
IEG03,2022-08-14,11:15:00,129.47,129.56,129.11,129.22,93086
IEG03,2022-08-14,11:30:00,129.18,129.45,129.08,129.32,72388
IEG03,2022-08-14,11:45:00,129.28,129.6,129.19,129.45,50265
IEG03,2022-08-14,12:00:00,129.473,129.605,129.345,129.5354,44027
IEG03,2022-08-14,12:15:00,129.54,129.58,129.31,129.38,94998
IEG03,2022-08-14,12:30:00,129.38,129.5,129.26,129.42,138826
IEG03,2022-08-14,12:45:00,129.42,129.5001,129.2671,129.36,63182
IEG03,2022-08-14,13:00:00,129.355,129.43,129.27,129.43,32498
IEG03,2022-08-14,13:15:00,129.43,129.7827,129.42,129.7,59824
IEG03,2022-08-14,13:30:00,129.69,129.7,129.33,129.504,46700
IEG03,2022-08-14,13:45:00,129.49,129.59,129.25,129.3337,56475
IEG03,2022-08-14,14:00:00,129.305,129.37,129.19,129.25,70730
IEG03,2022-08-14,14:15:00,129.24,129.32,129.07,129.275,59604
IEG03,2022-08-14,14:30:00,129.285,129.32,129.02,129.05,35895
IEG03,2022-08-14,14:45:00,129.03,129.03,128.76,128.79,70730
IEG03,2022-08-14,15:00:00,128.78,128.91,128.75,128.87,61491
IEG03,2022-08-14,15:15:00,128.879,129.21,128.78,129.21,53946
IEG03,2022-08-14,15:30:00,129.21,129.43,128.975,128.995,99984
IEG03,2022-08-14,15:45:00,128.98,129.12,128.72,129.095,127067
IEG03,2022-08-14,16:00:00,129.1034,129.28,128.4,128.46,422800
IEG03,2022-08-14,16:15:00,128.45,128.45,128.45,128.45,409713
IEG03,2022-08-14,16:30:00,128.45,128.45,128.45,128.45,3984
IEG03,2022-08-14,17:15:00,128.46,128.46,128.46,128.46,500
IEG03,2022-08-14,18:15:00,128.38,128.38,128.36,128.36,915
IEG03,2022-08-14,19:00:00,128.35,128.35,128.35,128.35,1383
IEG03,2022-08-14,19:15:00,128.25,128.25,128.25,128.25,1164
IEG03,2022-08-14,19:30:00,128.2,128.2,128.2,128.2,200
IEG03,2022-08-14,19:45:00,128.07,128.07,128.07,128.07,100